unix,date,open,high,low,close,Volume USD,symbol,macd,macd_signal,macd_hist,rsi,volume,taker_buy_base,volume_delta,cvd,cvd_rolling,ppo,ppo_signal,ppo_hist,delta,ma_7,ma_25,ma_99,oi,oi_usd,funding_rate
1513389600,2017-12-16 02:00:00,17460.0,17549.0,17267.0,17350.0,1880361.03777106,BTCUSD,165.030815,246.481233,-81.450419,50.52,,,,,,0.951178,1.429246,-0.478068,,17527.22,17515.39,16501.99,,,
1513393200,2017-12-16 03:00:00,17287.38,17408.0,17190.01,17250.0,2819388.42622291,BTCUSD,131.651777,223.515342,-91.863565,47.33,,,,,,0.759118,1.29522,-0.536103,,17461.51,17507.43,16508.13,,,
1513396800,2017-12-16 04:00:00,17245.0,17489.0,17240.0,17437.06,4149556.78041317,BTCUSD,118.92197,202.596668,-83.674697,53.27,,,,,,0.68544,1.173264,-0.487824,,17445.37,17520.15,16512.99,,,
1513400400,2017-12-16 05:00:00,17455.0,17524.4,17412.05,17489.0,1065225.54997547,BTCUSD,111.7366,184.424654,-72.688054,54.8,,,,,,0.643642,1.06734,-0.423697,,17443.41,17531.71,16521.97,,,
1513404000,2017-12-16 06:00:00,17488.81,17699.49,17397.76,17625.88,3629058.35977616,BTCUSD,115.752888,170.690301,-54.937413,58.63,,,,,,0.666022,0.987076,-0.321054,,17455.7,17546.95,16535.48,,,
1513407600,2017-12-16 07:00:00,17619.61,17827.99,17613.35,17677.54,3141218.97103159,BTCUSD,121.701456,160.892532,-39.191076,60.0,,,,,,0.699362,0.929533,-0.230172,,17469.93,17568.27,16549.8,,,
1513411200,2017-12-16 08:00:00,17677.54,17770.0,17532.05,17720.0,1202750.46283147,BTCUSD,128.362227,154.386471,-26.024244,61.15,,,,,,0.73664,0.890955,-0.154315,,17507.07,17594.14,16562.13,,,
1513414800,2017-12-16 09:00:00,17720.0,17800.0,17688.05,17788.0,987340.38833363,BTCUSD,137.542463,151.017669,-13.475206,62.98,,,,,,0.788108,0.870386,-0.082277,,17569.64,17613.7,16574.45,,,
1513418400,2017-12-16 10:00:00,17788.0,17849.95,17700.0,17775.39,1151420.74143038,BTCUSD,142.161595,149.246454,-7.08486,62.39,,,,,,0.81346,0.859,-0.04554,,17644.7,17619.11,16584.31,,,
1513422000,2017-12-16 11:00:00,17760.0,17898.0,17735.56,17829.99,2433189.39202229,BTCUSD,148.516053,149.100374,-0.584321,63.95,,,,,,0.848548,0.85691,-0.008362,,17700.83,17617.91,16595.06,,,
1513425600,2017-12-16 12:00:00,17830.0,17919.04,17800.01,17919.0,4329516.05907647,BTCUSD,158.902639,151.060827,7.841812,66.41,,,,,,0.906294,0.866787,0.039507,,17762.26,17618.67,16605.95,,,
1513429200,2017-12-16 13:00:00,17919.0,18335.0,17900.01,18220.0,4969407.71469928,BTCUSD,189.240817,158.696825,30.543992,73.08,,,,,,1.076204,0.90867,0.167534,,17847.13,17632.83,16623.93,,,
1513432800,2017-12-16 14:00:00,18220.0,18555.0,18178.0,18540.0,2936746.60185069,BTCUSD,236.380521,174.233564,62.146956,78.07,,,,,,1.338894,0.994715,0.344179,,17970.34,17664.67,16643.53,,,
1513436400,2017-12-16 15:00:00,18555.0,18800.89,18420.0,18751.02,6752452.58511006,BTCUSD,287.453046,196.877461,90.575585,80.62,,,,,,1.620722,1.119916,0.500806,,18117.63,17707.49,16668.92,,,
1513440000,2017-12-16 16:00:00,18751.01,18820.0,18365.0,18669.0,5250210.18547287,BTCUSD,317.648408,221.03165,96.616758,76.88,,,,,,1.78402,1.252737,0.531283,,18243.49,17752.54,16688.53,,,
1513443600,2017-12-16 17:00:00,18669.0,18738.99,18550.0,18700.0,2259548.94039888,BTCUSD,340.158753,244.857071,95.301682,77.3,,,,,,1.90336,1.382862,0.520498,,18375.57,17797.62,16711.87,,,
1513447200,2017-12-16 18:00:00,18700.0,18747.53,18602.01,18747.53,1694419.1986899,BTCUSD,357.710177,267.427692,90.282485,77.98,,,,,,1.994327,1.505155,0.489173,,18506.65,17846.68,16736.48,,,
1513450800,2017-12-16 19:00:00,18747.52,19219.0,18747.52,19219.0,3362380.22252976,BTCUSD,404.994966,294.941147,110.053819,83.28,,,,,,2.246055,1.653335,0.59272,,18692.36,17907.44,16767.04,,,
1513454400,2017-12-16 20:00:00,19219.0,19344.99,18900.02,19125.0,3817283.63534447,BTCUSD,429.92755,321.938427,107.989123,79.19,,,,,,2.373664,1.797401,0.576264,,18821.65,17966.96,16795.47,,,
1513458000,2017-12-16 21:00:00,19125.0,19299.0,18901.0,19200.0,2313876.91386547,BTCUSD,450.545073,347.659756,102.885316,80.03,,,,,,2.47648,1.933217,0.543263,,18915.94,18026.56,16822.75,,,
1513461600,2017-12-16 22:00:00,19199.0,19449.99,19000.0,19410.0,2689753.24912023,BTCUSD,478.316122,373.79103,104.525093,82.21,,,,,,2.616164,2.069806,0.546358,,19010.08,18100.96,16852.0,,,
1513465200,2017-12-16 23:00:00,19386.0,19539.0,18990.0,19102.66,3055964.78353913,BTCUSD,470.10602,393.054028,77.051993,70.16,,,,,,2.562749,2.168395,0.394354,,19072.03,18164.96,16879.3,,,
1513468800,2017-12-17 00:00:00,19120.19,19229.0,18825.84,19044.0,4340904.6023741,BTCUSD,453.63684,405.17059,48.46625,68.11,,,,,,2.465996,2.227915,0.238081,,19121.17,18225.12,16905.32,,,
1513472400,2017-12-17 01:00:00,19044.0,19166.67,18800.0,18901.73,7523919.52135498,BTCUSD,424.214812,408.979435,15.235378,63.28,,,,,,2.301367,2.242605,0.058761,,19143.2,18278.07,16929.19,,,
1513476000,2017-12-17 02:00:00,18901.74,19301.15,18839.37,19100.81,6547186.31123201,BTCUSD,412.210035,409.625555,2.58448,66.82,,,,,,2.230257,2.240136,-0.009879,,19126.31,18343.7,16956.97,,,
1513479600,2017-12-17 03:00:00,19100.8,19339.54,19000.01,19017.75,6885622.58426686,BTCUSD,391.481163,405.996676,-14.515513,64.04,,,,,,2.113571,2.214823,-0.101252,,19110.99,18410.41,16983.85,,,
1513483200,2017-12-17 04:00:00,19017.75,19098.98,18810.0,18875.68,8066701.37926973,BTCUSD,359.446051,396.686551,-37.2405,59.49,,,,,,1.937877,2.159434,-0.221556,,19064.66,18475.44,17012.09,,,
1513486800,2017-12-17 05:00:00,18969.11,19222.21,18875.41,19168.5,6874824.91184802,BTCUSD,353.609925,388.071226,-34.461301,65.01,,,,,,1.901704,2.107888,-0.206184,,19030.16,18544.7,17051.17,,,
1513490400,2017-12-17 06:00:00,19166.5,19222.22,19055.05,19222.22,6147018.1071253,BTCUSD,349.293076,380.315596,-31.02252,65.93,,,,,,1.873801,2.06107,-0.187269,,19047.24,18614.03,17087.07,,,
1513494000,2017-12-17 07:00:00,19222.22,19495.0,19201.0,19462.98,6440184.614652,BTCUSD,361.136307,376.479738,-15.343432,69.76,,,,,,1.931027,2.035062,-0.104035,,19107.1,18687.51,17124.57,,,
1513497600,2017-12-17 08:00:00,19495.0,19500.0,19200.0,19241.98,6308391.42070053,BTCUSD,348.670048,370.9178,-22.247752,62.78,,,,,,1.860388,2.000127,-0.139739,,19155.7,18750.09,17155.78,,,
1513501200,2017-12-17 09:00:00,19241.98,19533.04,19185.01,19528.0,6335711.82350224,BTCUSD,357.745999,368.28344,-10.537441,67.34,,,,,,1.902901,1.980682,-0.077781,,19216.73,18822.41,17190.02,,,
1513504800,2017-12-17 10:00:00,19528.0,19590.0,19419.01,19590.0,6704067.83489775,BTCUSD,365.725778,367.771907,-2.04613,68.24,,,,,,1.939311,1.972408,-0.033097,,19298.48,18894.49,17225.35,,,
1513508400,2017-12-17 11:00:00,19586.0,19710.0,19552.0,19709.5,7114494.25792117,BTCUSD,377.34269,369.686064,7.656626,69.98,,,,,,1.994245,1.976775,0.01747,,19417.6,18971.85,17263.07,,,
1513512000,2017-12-17 12:00:00,19709.5,19798.68,19358.0,19358.0,9451057.40071742,BTCUSD,354.104172,366.569686,-12.465514,59.67,,,,,,1.868238,1.955068,-0.086829,,19444.67,19032.97,17297.75,,,
1513515600,2017-12-17 13:00:00,19369.0,19607.22,19264.0,19540.02,7200335.40673313,BTCUSD,346.382094,362.532167,-16.150073,62.73,,,,,,1.823321,1.928718,-0.105398,,19490.07,19097.82,17336.35,,,
1513519200,2017-12-17 14:00:00,19541.0,19565.99,19100.0,19235.0,8883542.22155231,BTCUSD,312.052579,352.43625,-40.38367,55.18,,,,,,1.641093,1.871193,-0.230101,,19457.5,19138.42,17370.62,,,
1513522800,2017-12-17 15:00:00,19202.0,19350.0,18846.0,19220.0,9481234.62898906,BTCUSD,280.4035,338.0297,-57.6262,54.83,,,,,,1.473472,1.791649,-0.318177,,19454.36,19165.62,17402.21,,,
1513526400,2017-12-17 16:00:00,19220.0,19394.0,18825.0,18950.0,7628063.77949407,BTCUSD,230.873269,316.598414,-85.725144,48.83,,,,,,1.213578,1.676035,-0.462457,,19371.79,19173.57,17429.88,,,
1513530000,2017-12-17 17:00:00,18946.66,19219.54,18922.02,19130.0,5451425.52879788,BTCUSD,203.795473,294.037826,-90.242352,52.56,,,,,,1.070803,1.554988,-0.484185,,19306.07,19192.01,17462.63,,,
1513533600,2017-12-17 18:00:00,19130.0,19145.19,18734.0,18742.0,8826551.69956947,BTCUSD,149.306653,265.091591,-115.784938,44.96,,,,,,0.785389,1.401068,-0.61568,,19167.86,19193.69,17491.9,,,
1513537200,2017-12-17 19:00:00,18741.0,18900.0,18523.0,18845.91,7302823.82159691,BTCUSD,113.203599,234.713993,-121.510394,47.16,,,,,,0.59586,1.240027,-0.644167,,19094.7,19197.63,17523.86,,,
1513540800,2017-12-17 20:00:00,18845.91,19200.0,18745.27,19025.0,8509734.87271185,BTCUSD,97.914042,207.354003,-109.43996,50.82,,,,,,0.515328,1.095087,-0.579759,,19021.13,19189.87,17560.47,,,
1513544400,2017-12-17 21:00:00,19019.7,19089.0,18901.0,18979.97,4673244.6524433,BTCUSD,81.227079,182.128618,-100.901539,49.88,,,,,,0.427538,0.961577,-0.53404,,18984.7,19184.07,17596.96,,,
1513548000,2017-12-17 22:00:00,18979.99,19449.48,18929.03,19243.41,6762188.9843314,BTCUSD,88.242739,163.351442,-75.108703,55.08,,,,,,0.464022,0.862066,-0.398044,,18988.04,19185.8,17632.97,,,
1513551600,2017-12-17 23:00:00,19271.73,19390.47,18510.0,18860.02,12408209.10436988,BTCUSD,62.149906,143.111135,-80.961229,47.38,,,,,,0.327013,0.755056,-0.428042,,18975.19,19163.81,17667.4,,,
1513555200,2017-12-18 00:00:00,18860.04,18897.16,17800.1,17849.98,14375513.16286251,BTCUSD,-39.57445,106.574018,-146.148468,33.91,,,,,,-0.20917,0.56221,-0.771381,,18792.33,19113.7,17686.37,,,
1513558800,2017-12-18 01:00:00,17810.0,18294.0,17029.98,18142.32,24297033.70007583,BTCUSD,-95.501458,66.158923,-161.660381,39.29,,,,,,-0.506313,0.348506,-0.854819,,18706.66,19077.63,17706.54,,,
1513562400,2017-12-18 02:00:00,18142.32,18695.0,18000.0,18238.94,13141619.69108497,BTCUSD,-130.523001,26.822538,-157.345539,41.0,,,,,,-0.693682,0.140068,-0.83375,,18619.95,19051.12,17728.82,,,
1513566000,2017-12-18 03:00:00,18189.98,18640.0,18189.98,18570.03,7453044.14411542,BTCUSD,-130.062352,-4.55444,-125.507912,46.55,,,,,,-0.691903,-0.026326,-0.665577,,18554.95,19029.89,17753.12,,,
1513569600,2017-12-18 04:00:00,18560.03,18988.0,18556.22,18700.11,8062686.24821906,BTCUSD,-117.8425,-27.212052,-90.630448,48.6,,,,,,-0.627138,-0.146488,-0.480649,,18514.97,19017.18,17780.39,,,
1513573200,2017-12-18 05:00:00,18700.11,18974.51,18659.79,18920.15,7661861.89823794,BTCUSD,-89.37256,-39.644154,-49.728406,51.95,,,,,,-0.475383,-0.212267,-0.263115,,18468.79,19018.96,17812.81,,,
1513576800,2017-12-18 06:00:00,18920.15,19006.61,18806.74,18939.94,6689710.02049322,BTCUSD,-64.469871,-44.609297,-19.860574,52.25,,,,,,-0.342734,-0.238361,-0.104373,,18480.21,19009.82,17846.19,,,
1513580400,2017-12-18 07:00:00,18939.97,18949.0,18510.0,18576.99,6742276.72229893,BTCUSD,-73.177794,-50.322996,-22.854797,46.49,,,,,,-0.389385,-0.268565,-0.120819,,18584.07,18984.01,17874.04,,,
1513584000,2017-12-18 08:00:00,18576.99,19046.0,18575.99,18901.43,7278950.92727129,BTCUSD,-53.285052,-50.915407,-2.369644,51.62,,,,,,-0.283413,-0.271535,-0.011878,,18692.51,18961.55,17907.76,,,
1513587600,2017-12-18 09:00:00,18901.95,18996.22,18510.0,18680.48,7261050.12330652,BTCUSD,-54.717974,-51.675921,-3.042054,48.23,,,,,,-0.291173,-0.275462,-0.01571,,18755.59,18939.09,17939.8,,,
